sequencial;latitude;longitude;uf;cnl;facilidade;id_facilidade;provedor;id_provedor;entrega;abordado;custo_de_acesso_proprio;instalacao_terceiros;mensalidade_terceiros;tipo_terceiros;id_da_sev;prazo;bb_ip;hp_bsod;codigo_spe;sinalizacao_sip;protocolo_gaia;obs;justificativa;ID Justificativa;status;tecnologia
8709853;-16,70437;-49,29862;GO;GNA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;GNA RD;NAO;10559;;;;1635431;;;;;;11853922;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA GNA GC/FABRICANTE ZTE CONCENTRADOR OLT GOISUDAAOLT01;;;1;GPON RES RESID PV
8709855;-25,415585;-49,2416266;PR;CTA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;CTA MR;NAO;10559;;;;1635432;;;;;;11853923;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CTA NJ/FABRICANTE ZTE CONCENTRADOR OLT CTBCCE05OLT01;;;1;GPON RES RESID PV
8709857;-23,4329406;-51,4215052;PR;APS;FO EDD ETH;7;CLARO BRASIL;8;CTA MR;NAO;13559,07745;;;;1635434;;;;;;11853927;FECHAMENTO NFV FASE 1/NECESSARIO CONSTRUCAO DE APROXIMADAMENTE 39.363711800000004 METROS/SITE PRAPS05;;;1;TERCEIROS ETH
8709863;-22,8203509;-42,127948;RJ;SPA;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;630;3;1635435;;;;;;11853929;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8709868;-23,49086;-46,54488;SP;GRS;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635437;;111357;;;;11853931;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO IG/NUVEM SMGRSM3 - NUVEM PRE VIAVEL SITE SMGRSM3;;;1;FO EDD PV
8709873;-23,503285;-46,832405;SP;BRE;HFC BSOD;19;CLARO BRASIL;8;SPO IG;NAO;726;;;;1635441;;;379066841;;;11853933;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA /BRE197 - HP GED 379066841;;;1;HFC BSOD
8709883;-23,47389;-46,45289;SP;GRS;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635449;;111358;;;;11853936;FECHAMENTO NFV FASE 1/NECESSARIO CONSTRUCAO DE APROXIMADAMENTE -468.9995813999999 METROS/SITE SMGRS89;;;1;TERCEIROS ETH
8709887;-23,5704684;-46,6454536;SP;SPO;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635453;;111359;;;;11853937;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO IG/NUVEM SMCON57 - NUVEM DIRETO CLARO SITE SMCON57;;;1;FO EDD DC
8709900;-20,56822;-48,57406;SP;BRS;FO EDD ETH;7;CLARO BRASIL;8;RPO TB;NAO;12042;;;;1635462;;111360;;;;11853939;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BRS PDF/ANEL BARRETOS 4001_108855;;;1;FO EDD FIXA
8709915;-16,9915237;-49,2288632;GO;HDD;TERCEIROS ETH;26;BRFIBRA;127;SPO IG;NAO;;800;444,4;3;1635471;;;;;;11853942;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709918;-16,9915237;-49,2288632;GO;HDD;TERCEIROS ETH;26;BRFIBRA;127;SPO IG;NAO;;800;444,4;3;1635474;;;;;;11853944;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709924;-16,9915237;-49,2288632;GO;HDD;TERCEIROS ETH;26;BRFIBRA;127;SPO IG;NAO;;800;454,3;3;1635478;;;;;;11853945;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709927;-20,5678932;-48,5851306;SP;BRS;FO GPON RESID ETH;34;CLARO BRASIL;8;SPO IG;NAO;1328;;;;1635480;;;;;;11853947;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BRS 0F4/FABRICANTE HUAWEI CONCENTRADOR OLT BRSAMEOLT01;;;1;GPON RES MOVEL
8709938;-22,954992;-45,4609906;SP;PBA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635489;;;;;;11853952;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PBA WT/FABRICANTE ZTE CONCENTRADOR OLT PBASTNAAOLT01;;;1;GPON RES RESID PV
8709942;-22,8459748;-43,257337;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635491;;;;;;11853953;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOOLRAAOLT01;;;1;GPON RES RESID PV
8709943;-22,8459748;-43,257337;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635492;;;;;;11853954;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOOLRAAOLT01;;;1;GPON RES RESID PV
8709949;-21,7536235;-48,261906;SP;ARQ;TERCEIROS ETH;26;IG NETWORKS;146;SPO IG;NAO;;8500;12275;3;1635494;;111361;;;;11853957;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709953;-23,554795;-46,586992;SP;SPO;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635497;;111362;;;;11853960;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO IG/NUVEM SMMOO94 - NUVEM PRE VIAVEL SITE SMMOO94;;;1;FO EDD PV
8709960;-23,4022064;-46,3279821;SP;AUJ;TERCEIROS ETH;26;UPIX - SP;471;SPO IG;NAO;;990;1287;3;1635501;;111363;;;;11853964;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8709968;-22,89174;-48,45665;SP;BTU;FO GPON RESID ETH;34;CLARO BRASIL;8;SPO IG;NAO;1328;;;;1635509;;;;;;11853967;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BTU TV/FABRICANTE ZTE CONCENTRADOR OLT BTUJPAABOLT01;;;1;GPON RES RESID
8709971;-22,73185;-47,33333;SP;AMR;FO GPON RESID ETH;34;CLARO BRASIL;8;SPO IG;NAO;1328;;;;1635511;;;;;;11853968;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRCTOAAOLT01;;;1;GPON RES RESID
8709977;-20,8245674;-49,4043719;SP;SRR;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;1500;1287;3;1635517;;111364;;;;11853969;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8709982;-22,22479;-49,9328566;SP;MIA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635520;;;;;;11853970;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA MIA UOP/FABRICANTE ZTE CONCENTRADOR OLT MIAMLIACOLT01;;;1;GPON RES RESID PV
8709985;-25,57253;-49,21889;PR;SJP;FO EDD ETH;7;CLARO BRASIL;8;SJP CLA;NAO;12042;;;;1635522;;111365;;;;11853971;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SJP CLA/NUVEM SJP CLA_SJP CLA_03_SJP SITE PRSJP05;;;1;FO EDD MOVEL
8709989;-21,77604;-48,17006;SP;ARQ;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;SPO IG;NAO;9797;;;;1635526;;111366;;;;11853972;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO IG/NUVEM SIARQ22 - NUVEM DIRETO CLARO SITE SIARQ22;;;1;FO EDD DC
8710000;-21,22736;-47,83261;SP;RPO;TERCEIROS ETH;26;MEGATELECOM - SP;555;SPO IG;NAO;;1700;735,3;3;1635535;;111367;;;;11853973;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8710002;-22,5709859;-47,4084405;SP;LRA;HFC BSOD;19;CLARO BRASIL;8;SPO IG;NAO;726;;;;1635537;;;;;;11853974;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CAS BC/HUB_LIMEIRA;;;1;HFC BSOD
8710008;-21,2538961;-48,3145346;SP;JAL;FO EDD ETH;7;CLARO BRASIL;8;RPO TB;NAO;12042;;;;1635540;;111368;;;;11853975;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA JAL USA/JAL USA_NUVEM REDE OPTICA DE JABOTICABAL_JAL;;;1;FO EDD FIXA
8710010;-20,7722343;-47,839087;SP;SSI;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;1400;3478,7;3;1635541;;;;;;11853976;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8710019;-23,4468;-46,61467;SP;SPO;FOETHERNET;16;CLARO BRASIL;8;SPO LP;NAO;9837;;;;1635546;;111369;;;;11853979;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_VILA MEDEIROS/TREEA;;;1;GPON NET
8710023;-3,11946514;-60,005819;AM;MNS;FO EDD ETH;7;CLARO BRASIL;8;MNS EM;NAO;12042;;;;1635549;;111370;;;;11853982;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA MNS EM/MNS EM;;;1;FO EDD FIXA
8710027;-22,6704058;-50,398988;SP;ASI;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;990;828;3;1635553;;;;;;11853986;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8710033;-22,8367629;-47,0476942;SP;CAS;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635555;;;;;;11853988;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CAS 2FJ/FABRICANTE HUAWEI CONCENTRADOR OLT CPSMSAAAOLT01;;;1;GPON RES RESID PV
8710035;-22,8367629;-47,0476942;SP;CAS;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635556;;;;;;11853989;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CAS 2FJ/FABRICANTE HUAWEI CONCENTRADOR OLT CPSMSAAAOLT01;;;1;GPON RES RESID PV
8710040;-21,7532934;-41,3380822;RJ;CPS;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;RJO AM;NAO;9797;;;;1635559;;111371;;;;11853991;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CPS GGO/NUVEM RJCAM03 - NUVEM DIRETO CLARO SITE RJCAM03;;;1;FO EDD DC
8710041;-22,8597364;-43,7584716;RJ;IGI;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;1710;3;1635560;;111372;;;;11853992;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710042;-22,2844242;-42,5331239;RJ;NOF;FO EDD ETH;7;CLARO BRASIL;8;NOF 0FB;NAO;12042;;;;1635561;;111373;;;;11853993;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA NOF 0FB/NUVEM NOF 0FB_NOF0FB_NUVEMOPT_RJO_01 SITE RJNFR01;;;1;FO EDD MOVEL
8710045;-22,3587849;-41,7985146;RJ;MCE;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635563;;111374;;;;11853995;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710046;-22,5338572;-44,1839383;RJ;BMA;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635564;;111375;;;;11853996;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710049;-22,9104628;-43,1740632;RJ;RJO;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635566;;111376;;;;11853998;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO AC/RJO AC_RJOAC_NUVEMOPT_RJO_02;;;1;FO EDD FIXA
8710051;-22,9906417;-44,2374807;RJ;ARS;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;RJO EN;NAO;9797;;;;1635568;;111377;;;;11854000;FECHAMENTO NFV FASE 1/NECESSARIO CONSTRUCAO DE APROXIMADAMENTE -422.8427013999999 METROS/SITE RJANG24;;;1;TERCEIROS ETH
8710053;-22,9116522;-43,2377354;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635569;;111378;;;;11854001;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCB_RJO;;;1;FO EDD NET
8710054;-21,2022964;-41,907587;RJ;IRA;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;630;3;1635570;;;;;;11854003;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710061;-22,8613414;-43,1026305;RJ;NRI;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635573;;111379;;;;11854006;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SGO NET/SGO NET_SGONET_NUVEMOPT_SGO;;;1;FO EDD FIXA
8710062;-22,2910246;-42,5355062;RJ;NOF;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635574;;111380;;;;11854007;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710063;-22,4822738;-43,8188297;RJ;BPI;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635575;;111381;;;;11854009;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710064;-22,5150697;-43,1767016;RJ;PTS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1080;3;1635576;;111382;;;;11854010;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710067;-22,9149551;-43,2211925;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635579;;111383;;;;11854013;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCJ_RJO;;;1;FO EDD NET
8710068;-22,119216;-43,214962;RJ;TRS;FO SDH;12;CLARO BRASIL;8;RJO AM;NAO;14536;;;;1635580;;111384;;;;11854014;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA TRS BR/TRSBR_NUVEMOPT;;;1;SDH
8710076;-22,5150697;-43,1767016;RJ;PTS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1080;3;1635584;;111385;;;;11854017;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710078;-22,2910246;-42,5355062;RJ;NOF;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635586;;111386;;;;11854020;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710079;-22,4822738;-43,8188297;RJ;BPI;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635587;;111387;;;;11854021;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710080;-22,8613414;-43,1026305;RJ;NRI;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635588;;111388;;;;11854022;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SGO NET/SGO NET_SGONET_NUVEMOPT_SGO;;;1;FO EDD FIXA
8710082;-22,119216;-43,214962;RJ;TRS;FO SDH;12;CLARO BRASIL;8;RJO AM;NAO;14536;;;;1635590;;111389;;;;11854024;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA TRS BR/TRSBR_NUVEMOPT;;;1;SDH
8710084;-22,9149551;-43,2211925;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635592;;111390;;;;11854026;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCJ_RJO;;;1;FO EDD NET
8710086;-22,4589636;-43,8408975;RJ;BPI;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;2250;3;1635593;;111391;;;;11854027;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710088;-22,7822451;-43,3072812;RJ;DQX;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635595;;111392;;;;11854029;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA DQX TRC/DQX TRC;;;1;FO EDD FIXA
8710089;-22,9501236;-43,1890717;RJ;RJO;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635596;;111393;;;;11854030;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO MC/RJO MC_RJOMC_NUVEMOPT_RJO_17;;;1;FO EDD FIXA
8710092;-21,189798;-41,8954447;RJ;IRA;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;1710;3;1635598;;111394;;;;11854032;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710093;-22,2841734;-42,5393194;RJ;NOF;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635599;;111395;;;;11854033;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710094;-21,7011148;-41,3081378;RJ;CPS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635600;;111396;;;;11854034;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710095;-22,2444275;-42,5233899;RJ;NOF;FO GPON RESID ETH;34;CLARO BRASIL;8;RJO AM;NAO;1328;;;;1635601;;;;;;11854035;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA NOF 0FD/FABRICANTE HUAWEI CONCENTRADOR OLT NOFJOPOLT01;;;1;GPON RES MOVEL
8710096;-22,5019016;-44,0792007;RJ;VRD;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635602;;111397;;;;11854036;FECHAMENTO NFV FASE 1/NECESSARIO CONSTRUCAO DE APROXIMADAMENTE 700.0 METROS;;;1;TERCEIROS ETH
8710097;-22,924165;-43,3618967;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635603;;;;;;11854037;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOJCGAQOLT01;;;1;GPON RES RESID PV
8710099;-22,9343588;-43,1816164;RJ;RJO;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635605;;111398;;;;11854039;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO TP/RJO TP_RJOTP_NUVEMOPT_RJO_06;;;1;FO EDD FIXA
8710100;-22,3946158;-41,793652;RJ;MCE;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635606;;111399;;;;11854040;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_MACAE/CENABA;;;1;FO EDD NET
8710101;-22,9155404;-43,2324316;RJ;RJO;FOETHERNET;16;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635607;;111400;;;;11854041;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA HUB_TIJUCA/HUB_TIJUCA_MRCC_RJO;;;1;FO EDD NET
8710102;-22,9109069;-43,173759;RJ;RJO;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;RJO AM;NAO;9797;;;;1635608;;111401;;;;11854042;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO M1R/NUVEM RJCEN05 - NUVEM DIRETO CLARO SITE RJCEN05;;;1;FO EDD DC
8710104;-22,261168;-43,7309197;RJ;VLC;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;1710;3;1635610;;111402;;;;11854044;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710105;-22,5470123;-44,1585191;RJ;BMA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635611;;;;;;11854045;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA VRD SC/FABRICANTE ZTE CONCENTRADOR OLT BMACENAAOLT01;;;1;GPON RES RESID PV
8710106;-22,4833797;-43,1739209;RJ;PTS;FO EDD ETH;7;CLARO BRASIL;8;RJO AM;NAO;12042;;;;1635612;;111403;;;;11854046;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PTS BR/PTS BR;;;1;FO EDD FIXA
8710107;-22,8939841;-43,1221305;RJ;NRI;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;RJO AM;NAO;9797;;;;1635613;;111404;;;;11854047;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO AM/NUVEM RJNITS1 - NUVEM DIRETO CLARO SITE RJNITS1;;;1;FO EDD DC
8710108;-21,5287247;-42,1984393;RJ;SDP;TERCEIROS ETH;26;K2 TELECOM;156;RJO EN;NAO;;2500;1710;3;1635614;;111405;;;;11854048;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO EN;FORA DE REDE;1;1;TERCEIROS ETH
8710109;-22,5084572;-43,1951494;RJ;PTS;TERCEIROS ETH;26;GENERICO - ACESSO;1825;RJO AM;NAO;12042;1700;2250;;1635615;;111406;;;;11854049;FECHAMENTO NFV FASE 1;;;1;TERCEIROS ETH
8710110;-22,4647668;-44,4576816;RJ;RSD;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;2250;3;1635616;;111407;;;;11854050;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710113;-22,1291362;-43,2243096;RJ;TRS;TERCEIROS ETH;26;K2 TELECOM;156;RJO AM;NAO;;2500;2250;3;1635618;;111408;;;;11854052;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA RJO AM;FORA DE REDE;1;1;TERCEIROS ETH
8710114;-22,8518778;-43,3193553;RJ;RJO;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;RJO AM;NAO;9797;;;;1635619;;111409;;;;11854053;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO AM/NUVEM RJPNH16 - NUVEM PRE VIAVEL SITE RJPNH16;;;1;FO EDD PV
8710115;-22,5057982;-44,0945586;RJ;VRD;FO SDH;12;CLARO BRASIL;8;RJO AM;NAO;14536;;;;1635620;;111410;;;;11854055;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA VRD SC/VRD SC_VRDSC_NUVEMOPT_VRD;;;1;SDH
8710117;-25,4628571;-49,2996297;PR;CTA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;CTA MR;NAO;10559;;;;1635621;;;;;;11854056;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CTA NJ/FABRICANTE ZTE CONCENTRADOR OLT CTBCSF23OLT01;;;1;GPON RES RESID PV
8710309;-19,8192387;-43,9465806;MG;BHE;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635755;;;;;;11854059;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BHE ES/HUB_PAMPULHA;;;1;HFC BSOD
8710326;-19,8031248;-43,9896264;MG;BHE;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635756;;;630216925;;;11854060;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA /VDNAK HIBRIDO - HP GED 630216925;;;1;HFC BSOD
8710330;-18,86643;-41,95235;MG;GVS;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635757;;;377428049;;;11854061;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA /GV2FA - HP GED 377428049;;;1;HFC BSOD
8710365;-19,95167;-43,9277;MG;BHE;HFC BSOD;19;CLARO BRASIL;8;BHE ES;NAO;726;;;;1635761;;;630350825;;;11854068;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA /MPIBHA - HP GED 630350825;;;1;HFC BSOD
8710452;-22,7488487;-47,339894;SP;AMR;FO GPON RESID ETH;34;CLARO BRASIL;8;SPO IG;NAO;1328;;;;1635830;;;;;;11854078;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRJSPAAOLT01;;;1;GPON RES RESID
8710454;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635831;;;;;;11854083;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710455;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635832;;;;;;11854089;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710456;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635833;;;;;;11854095;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710457;-22,74091;-47,30516;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635834;;;;;;11854101;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
